15:57:28 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
15:57:39 INFO  tests.TestBase - Starts test---> searchPeriodInFutureLocalData
15:57:39 INFO  manager.MyListener - Start search element by locator-->By.id: city
15:57:39 INFO  manager.MyListener - Element with locator-->By.id: city was found
15:57:40 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
15:57:40 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
15:57:41 INFO  manager.MyListener - Start search element by locator-->By.id: dates
15:57:41 INFO  manager.MyListener - Element with locator-->By.id: dates was found
15:57:42 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:42 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:42 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:42 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:42 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:42 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 25 ']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 25 '] was found
15:57:43 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:43 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:44 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:44 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
15:57:44 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
15:57:44 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 28 ']
15:57:44 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 28 '] was found
15:57:44 INFO  tests.TestBase - rent details:-->Tokio, from 25 Jan 2023 till 28 May 2023
15:57:44 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
15:57:44 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
15:57:45 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.search-results
15:57:45 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.search-results was found
15:57:45 INFO  tests.TestBase - Test finished Success
15:57:45 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@alt='logo']
15:57:45 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@alt='logo'] was found
15:57:46 INFO  tests.TestBase - Ends test---> searchPeriodInFutureLocalData
