16:29:39 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
16:29:53 INFO  tests.TestBase - Starts test---> searchPeriodInFutureLocalData
16:29:53 INFO  manager.MyListener - Start search element by locator-->By.id: city
16:29:53 INFO  manager.MyListener - Element with locator-->By.id: city was found
16:29:54 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
16:29:54 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
16:29:55 INFO  manager.MyListener - Start search element by locator-->By.id: dates
16:29:56 INFO  manager.MyListener - Element with locator-->By.id: dates was found
16:29:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:56 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:56 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:56 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 25 ']
16:29:57 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 25 '] was found
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:58 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:58 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:58 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
16:29:58 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 28 ']
16:29:58 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 28 '] was found
16:29:58 INFO  tests.TestBase - rent details:-->Tokio, from 25 Jan 2023 till 28 May 2023
16:29:58 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
16:29:58 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
16:29:59 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.search-results
16:29:59 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.search-results was found
16:29:59 INFO  tests.TestBase - Test finished Success
16:29:59 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@alt='logo']
16:29:59 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@alt='logo'] was found
16:30:00 INFO  tests.TestBase - Ends test---> searchPeriodInFutureLocalData
