17:11:35 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
17:11:52 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
17:11:57 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
17:11:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Log in ']
17:11:57 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Log in '] was found
17:11:57 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
17:11:57 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
17:11:58 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
17:11:58 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
17:11:58 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
17:11:58 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
17:11:58 INFO  tests.TestBase - Starts test---> carSearchSuccessDP
17:11:58 INFO  tests.TestBase - Test starts with car details-->Car(location=Tel Aviv, make=Japan, model=Honda, year=2001, engine=1,3, fuel=Petrol, gear=MT, wD=AWD, doors=4, seats=5, clasS=M, fuelConsumption=9,5, registrationNum=10-15-131109, price=10, distance=120, features=New resin, about=Used but in good conditions)
17:11:58 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: a[href='/let-car-work']
17:11:58 INFO  manager.MyListener - Element with locator-->By.cssSelector: a[href='/let-car-work'] was found
17:11:59 INFO  manager.MyListener - Start search element by locator-->By.id: pickUpPlace
17:11:59 INFO  manager.MyListener - Element with locator-->By.id: pickUpPlace was found
17:12:00 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
17:12:00 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
17:12:01 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: input[id='make']
17:12:01 INFO  manager.MyListener - Element with locator-->By.cssSelector: input[id='make'] was found
17:12:01 INFO  manager.MyListener - Start search element by locator-->By.id: model
17:12:01 INFO  manager.MyListener - Element with locator-->By.id: model was found
17:12:02 INFO  manager.MyListener - Start search element by locator-->By.id: year
17:12:02 INFO  manager.MyListener - Element with locator-->By.id: year was found
17:12:02 INFO  manager.MyListener - Start search element by locator-->By.id: engine
17:12:02 INFO  manager.MyListener - Element with locator-->By.id: engine was found
17:12:03 INFO  manager.MyListener - Start search element by locator-->By.id: fuel
17:12:03 INFO  manager.MyListener - Element with locator-->By.id: fuel was found
17:12:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "Petrol"]
17:12:03 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "Petrol"] was found
17:12:03 INFO  manager.MyListener - Start search element by locator-->By.id: gear
17:12:03 INFO  manager.MyListener - Element with locator-->By.id: gear was found
17:12:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "MT"]
17:12:03 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "MT"] was found
17:12:04 INFO  manager.MyListener - Start search element by locator-->By.id: wheelsDrive
17:12:04 INFO  manager.MyListener - Element with locator-->By.id: wheelsDrive was found
17:12:04 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "AWD"]
17:12:04 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "AWD"] was found
17:12:04 INFO  manager.MyListener - Start search element by locator-->By.id: doors
17:12:04 INFO  manager.MyListener - Element with locator-->By.id: doors was found
17:12:05 INFO  manager.MyListener - Start search element by locator-->By.id: seats
17:12:05 INFO  manager.MyListener - Element with locator-->By.id: seats was found
17:12:05 INFO  manager.MyListener - Start search element by locator-->By.id: class
17:12:05 INFO  manager.MyListener - Element with locator-->By.id: class was found
17:12:06 INFO  manager.MyListener - Start search element by locator-->By.id: fuelConsumption
17:12:06 INFO  manager.MyListener - Element with locator-->By.id: fuelConsumption was found
17:12:06 INFO  manager.MyListener - Start search element by locator-->By.id: serialNumber
17:12:06 INFO  manager.MyListener - Element with locator-->By.id: serialNumber was found
17:12:07 INFO  manager.MyListener - Start search element by locator-->By.id: price
17:12:07 INFO  manager.MyListener - Element with locator-->By.id: price was found
17:12:07 INFO  manager.MyListener - Start search element by locator-->By.id: distance
17:12:07 INFO  manager.MyListener - Element with locator-->By.id: distance was found
17:12:08 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: input.feature-input
17:12:08 INFO  manager.MyListener - Element with locator-->By.cssSelector: input.feature-input was found
17:12:08 INFO  manager.MyListener - Start search element by locator-->By.id: about
17:12:08 INFO  manager.MyListener - Element with locator-->By.id: about was found
17:12:09 INFO  manager.MyListener - Start search element by locator-->By.id: photos
17:12:09 INFO  manager.MyListener - Element with locator-->By.id: photos was found
17:12:09 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Submit']
17:12:09 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Submit'] was found
17:12:10 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Submit']
17:12:10 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Submit'] was found
