18:01:37 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
18:01:41 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
18:01:46 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Log in ']
18:01:46 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Log in '] was found
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
18:01:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
18:01:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
18:01:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
18:01:46 INFO  tests.TestBase - Starts test---> carSearchSingaporeOnly
18:01:46 INFO  tests.TestBase - Car to be added-->Car(location=Singapore, make=UK, model=Porsh, year=2018, engine=2.8, fuel=Petrol, gear=SMT, wD=FWD, doors=3, seats=2, clasS=Sx, fuelConsumption=12, registrationNum=10-100-333106, price=80, distance=150, features=Red fast car, about=Super car)
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: a[href='/let-car-work']
18:01:46 INFO  manager.MyListener - Element with locator-->By.cssSelector: a[href='/let-car-work'] was found
18:01:46 INFO  manager.MyListener - Start search element by locator-->By.id: pickUpPlace
18:01:46 INFO  manager.MyListener - Element with locator-->By.id: pickUpPlace was found
18:01:47 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:01:47 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
18:01:48 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: input[id='make']
18:01:48 INFO  manager.MyListener - Element with locator-->By.cssSelector: input[id='make'] was found
18:01:48 INFO  manager.MyListener - Start search element by locator-->By.id: model
18:01:48 INFO  manager.MyListener - Element with locator-->By.id: model was found
18:01:48 INFO  manager.MyListener - Start search element by locator-->By.id: year
18:01:48 INFO  manager.MyListener - Element with locator-->By.id: year was found
18:01:48 INFO  manager.MyListener - Start search element by locator-->By.id: engine
18:01:48 INFO  manager.MyListener - Element with locator-->By.id: engine was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: fuel
18:01:49 INFO  manager.MyListener - Element with locator-->By.id: fuel was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "Petrol"]
18:01:49 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "Petrol"] was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: gear
18:01:49 INFO  manager.MyListener - Element with locator-->By.id: gear was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "SMT"]
18:01:49 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "SMT"] was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: wheelsDrive
18:01:49 INFO  manager.MyListener - Element with locator-->By.id: wheelsDrive was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: .//option[@value = "FWD"]
18:01:49 INFO  manager.MyListener - Element with locator-->By.xpath: .//option[@value = "FWD"] was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: doors
18:01:49 INFO  manager.MyListener - Element with locator-->By.id: doors was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: seats
18:01:49 INFO  manager.MyListener - Element with locator-->By.id: seats was found
18:01:49 INFO  manager.MyListener - Start search element by locator-->By.id: class
