09:18:24 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
09:18:28 INFO  tests.TestBase - Starts test---> fillSearchFormFutureYears
09:18:28 INFO  tests.TestBase - rent details:-->Paris, from 25 Nov 2022 till 05 March 2023
09:18:28 INFO  manager.MyListener - Start search element by locator-->By.id: city
09:18:28 INFO  manager.MyListener - Element with locator-->By.id: city was found
09:18:29 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
09:18:29 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.id: dates
09:18:30 INFO  manager.MyListener - Element with locator-->By.id: dates was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.id: dates
09:18:30 INFO  manager.MyListener - Element with locator-->By.id: dates was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 25 ']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 25 '] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
09:18:30 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
09:18:30 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
