18:09:21 INFO  manager.ApplicationManager - All tests starts in 'Chrome' browser
18:09:25 INFO  tests.TestBase - Starts test---> fillSearchFormFutureYears
18:09:25 INFO  tests.TestBase - rent details:-->Paris, from 25 Nov 2022 till 05 March 2023
18:09:25 INFO  manager.MyListener - Start search element by locator-->By.id: city
18:09:25 INFO  manager.MyListener - Element with locator-->By.id: city was found
18:09:25 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:09:25 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
18:09:26 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:09:26 INFO  manager.MyListener - Element with locator-->By.id: dates was found
18:09:26 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:09:27 INFO  manager.MyListener - Element with locator-->By.id: dates was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 25 ']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 25 '] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //button[@aria-label='Next month']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //button[@aria-label='Next month'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 5 ']
18:09:27 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 5 '] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
18:09:27 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
18:09:27 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.search-results
18:09:27 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.search-results was found
18:09:27 INFO  tests.TestBase - Test finished Success
18:09:28 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@alt='logo']
18:09:28 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@alt='logo'] was found
18:09:28 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:09:28 INFO  manager.MyListener - Element with locator-->By.id: dates was found
18:09:30 INFO  tests.TestBase - Ends test---> fillSearchFormFutureYears
18:09:30 INFO  tests.TestBase - Starts test---> searchPeriodCurrentMonth
18:09:30 INFO  tests.TestBase - rent details:-->Tel Aviv, from 19 June 2022 till 30 June 2022
18:09:30 INFO  manager.MyListener - Start search element by locator-->By.id: city
18:09:30 INFO  manager.MyListener - Element with locator-->By.id: city was found
18:09:31 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div.pac-item
18:09:31 INFO  manager.MyListener - Element with locator-->By.cssSelector: div.pac-item was found
18:09:32 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:09:32 INFO  manager.MyListener - Element with locator-->By.id: dates was found
18:09:32 INFO  manager.MyListener - Start search element by locator-->By.id: dates
18:09:32 INFO  manager.MyListener - Element with locator-->By.id: dates was found
18:09:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 19 ']
18:09:32 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 19 '] was found
18:09:32 INFO  manager.MyListener - Start search element by locator-->By.xpath: //div[text()=' 30 ']
18:09:32 INFO  manager.MyListener - Element with locator-->By.xpath: //div[text()=' 30 '] was found
18:09:32 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
