11:58:41 INFO  manager.ApplicationManager - All tests starts in 'FireFox' browser
11:58:42 INFO  tests.TestBase - Starts test---> registrationNegativeMail
11:58:42 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
11:58:47 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
11:58:47 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
11:58:47 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
11:58:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
11:58:48 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
11:58:48 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
11:58:48 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
11:58:48 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
11:58:48 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
11:58:48 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
11:58:48 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
11:58:49 INFO  tests.TestBase - Registration with Email = dumgmail.com, and password = Zz12345$
11:58:49 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
11:58:49 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
11:58:49 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@class='checkbox-label terms-label']
11:58:49 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@class='checkbox-label terms-label'] was found
11:58:49 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
11:58:49 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
11:58:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
11:58:50 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
11:58:50 INFO  tests.TestBase - Ends test---> registrationNegativeMail
11:58:50 INFO  tests.TestBase - Starts test---> registrationNegativeMail
11:58:50 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
11:58:55 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
11:58:55 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
11:58:55 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
11:58:55 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
11:58:55 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
11:58:55 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
11:58:55 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
11:58:56 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
11:58:56 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
11:58:56 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
11:58:56 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
11:58:56 INFO  tests.TestBase - Registration with Email = Dum@gmail.com, and password = Zz12345$
11:58:56 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
11:58:56 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
11:58:56 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
11:58:56 INFO  manager.MyListener - Element with locator-->By.cssSelector: form button[type='submit'] was found
11:58:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()='Wrong email format']
11:58:57 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()='Wrong email format'] was found
11:58:57 INFO  tests.TestBase - Ends test---> registrationNegativeMail
11:58:57 INFO  tests.TestBase - Starts test---> registrationNegativeMail
11:58:57 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Logout ']
11:59:02 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Logout '] was found
11:59:02 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[text()=' Sign up ']
11:59:02 INFO  manager.MyListener - Element with locator-->By.xpath: //*[text()=' Sign up '] was found
11:59:02 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='name']
11:59:02 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='name'] was found
11:59:03 INFO  manager.MyListener - Start search element by locator-->By.xpath: //*[@id='lastName']
11:59:03 INFO  manager.MyListener - Element with locator-->By.xpath: //*[@id='lastName'] was found
11:59:03 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#email
11:59:03 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#email was found
11:59:03 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input#password
11:59:03 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input#password was found
11:59:03 INFO  tests.TestBase - Registration with Email = dum@gmailcom, and password = Zz12345$
11:59:03 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: div input[type='checkbox']
11:59:03 INFO  manager.MyListener - Element with locator-->By.cssSelector: div input[type='checkbox'] was found
11:59:03 INFO  manager.MyListener - Start search element by locator-->By.cssSelector: form button[type='submit']
